NTA Single Analysis Summary File
Created with NTA 3.2 Dev Build 3.2.16

[Experiment Details]
Software Version,NTA 3.2 Dev Build 3.2.16
Experiment Name,Capture 2023-12-20 15-52-31.nano
Sample Name,"lip"
Operator Name,"H460 Nan"
Time Captured,15:52:31  20/12/2023
Pre-treatment,""
Diluent,"100"
Remarks,""

Filename:,Capture 2023-12-20 15-56-18,

[Conditions]
Temperature/C,23.09,
Viscosity/cP,0.928762,
Camera Type,sCMOS,
Laser Type,Green,
Camera Level,14,
Slider Shutter,1259,
Slider Gain,366,
Shutter/ms,31.48,
Camera Histogram Upper Limit,6588,
Camera Histogram Lower Limit,0,
Frame rate/fps,24.9825,
Syringe Pump Speed/AU,50,

[Settings]
Detection Threshold,20,
Max Jump Mode,Auto,
Max Jump Distance,13.4066,
Blur,Auto,
Min Track Length,Auto,
First frame,0,
Total frames analysed,1498,

[Exclusion Regions]
No Exclusion Regions Used,

[Results],
Dilution factor (concentrations adjusted for this factor),
Concentration (Particles / ml),9.12e+008,
Concentration Upgrade?,Yes,
Particles per frame,28.5,
Centres per frame,32.8,
Completed tracks,5744,
X-Drift (pix/frame),-4.5,
Y-Drift (pix/frame),-0.2,

[Concentration Warnings]
Validity of concentration measurement,OK,
Completed Tracks,OK,
Particles per frame,OK,
Noise level,No,
Brightness,OK,
Detection Threshold,OK,
Camera Histogram Lower Limit,OK,

[Information]
Completed Tracks,OK,
Concentration,OK,
Video length,OK,
Noise level,No,
Vibration detected,Minor vibration,
Vibration correction applied,Yes,
Settings changed?,No,
Errors (1),,
Errors (2),,

[Data Included]
Size distribution - Number weighting - With Percentiles

[Size Data]
Analysis Method,FTLA,
Weighting,Number,
Filename,Capture 2023-12-20 15-56-18,
Mean,132.0,
Mode,123.3,
SD,25.8,
D10,88.5,
D50,120.3,
D90,157.8,
Valid Tracks,1863.0,
Graph Data
Bin centre (nm), Concentration (particles / ml),
5.0,0,
15.0,0,
25.0,0,
35.0,0,
45.0,0,
55.0,1,
65.0,9530,
75.0,3111741,
85.0,36683774,
95.0,60198329,
105.0,91000958,
115.0,127506948,
125.0,133893778,
135.0,120644283,
145.0,105824745,
155.0,89023228,
165.0,68154380,
175.0,44489579,
185.0,22538054,
195.0,7590718,
205.0,1211904,
215.0,53170,
225.0,397,
235.0,0,
245.0,0,
255.0,0,
265.0,0,
275.0,0,
285.0,0,
295.0,0,
305.0,0,
315.0,0,
325.0,0,
335.0,0,
345.0,0,
355.0,0,
365.0,0,
375.0,0,
385.0,0,
395.0,0,
405.0,0,
415.0,0,
425.0,0,
435.0,0,
445.0,0,
455.0,0,
465.0,0,
475.0,0,
485.0,0,
495.0,0,
505.0,0,
515.0,0,
525.0,0,
535.0,0,
545.0,0,
555.0,0,
565.0,0,
575.0,0,
585.0,0,
595.0,0,
605.0,0,
615.0,0,
625.0,0,
635.0,0,
645.0,0,
655.0,0,
665.0,0,
675.0,0,
685.0,0,
695.0,0,
705.0,0,
715.0,0,
725.0,0,
735.0,0,
745.0,0,
755.0,0,
765.0,0,
775.0,0,
785.0,0,
795.0,0,
805.0,0,
815.0,0,
825.0,0,
835.0,0,
845.0,0,
855.0,0,
865.0,0,
875.0,0,
885.0,0,
895.0,0,
905.0,0,
915.0,0,
925.0,0,
935.0,0,
945.0,0,
955.0,0,
965.0,0,
975.0,0,
985.0,0,
995.0,0,

Percentile,Size (nm),
0,0.0,
1,71.6,
2,74.1,
3,76.6,
4,79.1,
5,81.0,
6,82.5,
7,84.0,
8,85.5,
9,87.0,
10,88.5,
11,90.0,
12,91.0,
13,92.0,
14,93.0,
15,94.0,
16,95.0,
17,96.0,
18,97.0,
19,98.1,
20,99.1,
21,100.0,
22,100.8,
23,101.5,
24,102.2,
25,102.9,
26,103.6,
27,104.3,
28,105.0,
29,105.8,
30,106.5,
31,107.2,
32,107.9,
33,108.6,
34,109.3,
35,110.0,
36,110.7,
37,111.4,
38,112.1,
39,112.8,
40,113.5,
41,114.1,
42,114.8,
43,115.5,
44,116.2,
45,116.9,
46,117.5,
47,118.2,
48,118.9,
49,119.6,
50,120.3,
51,121.1,
52,121.8,
53,122.6,
54,123.3,
55,124.1,
56,124.8,
57,125.6,
58,126.3,
59,127.1,
60,127.9,
61,128.6,
62,129.4,
63,130.1,
64,131.0,
65,131.9,
66,132.7,
67,133.6,
68,134.4,
69,135.3,
70,136.2,
71,137.0,
72,137.9,
73,138.8,
74,139.6,
75,140.6,
76,141.6,
77,142.6,
78,143.6,
79,144.7,
80,145.7,
81,146.7,
82,147.7,
83,148.8,
84,149.8,
85,151.1,
86,152.4,
87,153.7,
88,155.1,
89,156.4,
90,157.8,
91,159.1,
92,160.7,
93,162.7,
94,164.8,
95,166.8,
96,168.9,
97,171.8,
98,175.8,
99,179.9,
100,940.0,

